"mean","year","ingo_uia","xrcomp","xropen","xconst","parcomp","injud","pop","gdppc","rentspc","military","execrlc","trade_gdp","fdi_net_in","public_trial","fair_trial","final_decision","legislative_ck","structad","imfstruct","common","cat_ratify","cpr_ratify","ythblgap","terrrev","cim","CIE","lagus","lagun","hrordinal","nonhrordinal","cwar","iwar","sd","ccode"
-0.620557726212296,1987,722,1.17916386705661,3.99999977745774,3.72959250321751,1.75758272263221,1,41575,5499,0,1,3,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,1,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,2.15827199297183,3.98118298081775,4.57959769575096,3.12770694247802,1,41575,5499,0,1,3,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,0,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,2.29508141366396,3.97054203173919,4.71532743146853,3.35148743695497,1,41575,5499,0,1,3,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,0,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,1.27851933617787,3.9999998312443,3.51254783651544,1.99946003104348,1,41575,5499,0,1,3,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,0,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,2.38550322772751,3.955395730526,4.89769159590924,3.4417973424446,1,41575,5499,0,1,3,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,0,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,1,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,1,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,1,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,1,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,1,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,1,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,1,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,1,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,1,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,0,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,1,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,0,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,1,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,0,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,1,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,0,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,3,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,1,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,3,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,1,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,3,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,1,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,3,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,1,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,3,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,0,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,3,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,0,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,3,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,0,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.402434538038994,1988,779,2,4,6,4,1,41975,6356,0,1,3,65.7002487182617,0.5410076379776,1,0,2,1,0,0,0,0,0,28.3999996185303,0,89.5304679870605,6.53347778320312,0,0,0,0,0,0,0.209522701188082,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,1,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,1,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,1,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,1,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,1,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,1,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,1,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,1,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,1,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,0,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,1,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,0,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,1,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,0,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,1,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,0,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,3,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,1,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,3,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,1,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,3,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,1,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,3,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,1,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,3,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,0,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,3,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,0,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,3,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,0,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
-0.53793491384981,1989,820,2,4,6,4,1,42380,7239,0,1,3,59.5313186645508,0.485002279281616,1,0,2,1,0,0,0,0,0,28,0,89.5703673362732,6.74538660049438,0,0,0,0,0,0,0.206180050687348,732
